CODICESCUOLA,CODICEEDIFICIO,SPAZIDIDATTICI,AULAMAGNA,MENSA,PALESTRAPISCINA,SPAZIAMMINISTRATIVI
ALAA822029,60200002,False,False,True,False,False
ALAA822029,60200001,True,False,False,False,False
ALAA82203A,61780002,True,False,False,False,False
ALAA82204B,60730001,True,False,True,False,False
ALAA82205C,60820002,True,False,True,False,False
ALAA82207E,60940002,True,False,True,False,False
ALAA82208G,60610001,True,False,True,True,False
ALAA823025,61710001,True,False,True,True,False
ALAA823036,60070001,True,False,True,False,False
ALAA823058,61200001,True,False,True,False,False
ALAA82307A,61230002,True,False,True,False,False
ALAA82308B,60560001,True,False,True,False,False
ALAA82309C,61530001,True,False,True,True,False
ALAA82310E,61590001,True,False,True,False,False
ALAA82401X,60390029,True,True,True,False,True
ALAA824021,61850003,True,False,True,False,False
ALAA824032,60390028,True,False,True,True,False
ALAA824043,60110001,True,False,True,False,False
ALAA824054,61090002,True,False,True,False,False
ALAA82501Q,60030032,True,False,True,True,True
ALAA82502R,60030031,True,True,True,True,True
ALAA82601G,60030028,True,True,True,True,True
ALAA82701B,60030030,True,False,True,True,True
ALAA82702C,60030039,True,False,True,True,True
ALAA828017,60030012,True,False,True,True,True
ALAA828017,60030011,True,False,True,False,False
ALAA828028,60030015,True,False,True,False,False
ALAA828039,60030034,True,False,True,False,False
ALAA829013,61140007,True,False,True,False,False
ALAA830017,61140015,True,False,True,False,False
ALAA830028,61140016,True,False,True,False,False
ALAA83004A,60740001,True,False,True,True,False
ALAA83005B,61270002,True,False,True,True,False
ALAA831013,61140014,True,False,True,True,False
ALAA831024,61140006,True,False,False,False,False
ALAA831035,61140013,True,False,True,False,False
ALAA831046,61380002,True,False,True,False,False
ALAA831046,61380004,True,False,True,True,False
ALAA83201V,60390027,True,False,False,False,False
ALAA83201V,60390004,True,False,True,True,True
ALAA83202X,60390013,True,False,True,False,False
ALAA832031,60390030,True,False,True,False,False
ALAA83301P,60390003,True,True,True,True,True
ALAA83301P,60390011,True,False,True,False,False
ALAA83302Q,60390031,True,False,True,False,False
ALAA83303R,60390026,True,False,True,False,False
ALAA83304T,60390006,True,False,True,False,False
ALAA83401E,61740008,True,False,True,False,False
ALAA83402G,61740007,True,False,True,False,True
ALAA83403L,60300002,True,False,True,True,True
ALAA83501A,61740010,True,False,True,False,False
ALAA83502B,61830002,True,False,False,False,False
ALAA83503C,61580001,True,False,True,False,False
ALAA836016,60010002,True,False,True,False,False
ALAA836027,60010001,True,False,True,False,False
ALAA837012,60010017,True,False,False,True,False
ALAA837012,60010003,True,False,True,False,False
ALAA837023,61120001,True,False,True,True,False
ALAA837034,61870002,True,False,False,False,False
ALAA83801T,61540002,True,False,True,True,False
ALAA83802V,60510002,True,False,True,False,False
ALEE00701C,60030019,True,False,True,True,True
ALEE00702D,60030020,True,False,True,False,False
ALEE037018,60130002,True,False,True,False,False
ALEE03703A,61280001,True,False,True,False,False
ALEE03704B,61770013,False,False,False,True,False
ALEE03704B,61770010,False,False,True,True,True
ALEE03704B,61770011,True,False,True,True,False
ALEE03704B,61770012,True,False,True,True,False
ALEE80601G,60290001,False,False,True,True,False
ALEE80602L,61700002,True,False,True,False,False
ALEE80603N,60220001,True,False,True,False,False
ALEE80604P,61900001,True,False,True,True,False
ALEE80606R,60810002,True,False,False,True,True
ALEE80607T,60350002,True,False,False,False,False
ALEE80608V,60700001,True,False,True,False,False
ALEE80609X,61520001,True,False,True,True,False
ALEE80701B,61600002,True,False,True,True,True
ALEE80702C,60420002,True,False,True,True,True
ALEE80703D,61670001,True,False,True,True,False
ALEE808017,60440001,True,False,True,False,False
ALEE808028,60950001,True,False,True,True,True
ALEE808039,61110001,True,False,True,False,False
ALEE80804A,61690001,True,False,True,True,False
ALEE80806C,60490001,False,False,True,True,False
ALEE80807D,60630001,True,False,True,False,False
ALEE80808E,61470001,True,False,True,True,False
ALEE80809G,61620002,True,False,True,True,False
ALEE809013,61440001,True,False,False,True,True
ALEE809024,60430001,True,True,True,True,False
ALEE809024,60430003,False,False,False,True,False
ALEE809035,61680001,True,False,True,True,False
ALEE809046,60330001,True,False,False,False,False
ALEE810017,60170002,True,False,True,False,True
ALEE810028,60920001,True,False,True,False,False
ALEE810039,61060001,True,False,True,False,False
ALEE810039,61650001,True,False,False,False,False
ALEE81005B,60360001,True,False,True,True,False
ALEE811013,60590004,True,False,True,False,False
ALEE811024,60770001,True,False,True,True,False
ALEE811035,60970001,True,False,True,False,False
ALEE811046,61130003,True,True,True,True,False
ALEE811057,60040001,True,False,True,False,False
ALEE811068,61330002,True,False,True,False,False
ALEE81202X,61810002,True,False,True,False,False
ALEE812042,61550001,True,False,True,True,False
ALEE812053,61880002,False,False,True,False,False
ALEE812064,60790003,False,False,False,True,False
ALEE812064,60790002,True,False,False,True,False
ALEE81301P,60090002,True,False,True,True,True
ALEE81302Q,60850001,True,False,False,False,False
ALEE81303R,61480001,True,False,True,True,False
ALEE81304T,60180003,True,False,True,False,True
ALEE81305V,61800001,True,False,True,True,False
ALEE81501A,60030018,True,True,True,True,True
ALEE81502B,60030021,True,False,True,True,True
ALEE81503C,60190001,True,False,False,True,False
ALEE816016,60470003,True,False,True,True,True
ALEE816027,61610001,True,False,True,False,False
ALEE816038,60150002,True,False,False,True,False
ALEE816049,60210002,True,False,True,True,True
ALEE81605A,61400002,True,False,False,True,False
ALEE81605A,61400003,False,False,True,True,False
ALEE81606B,60750001,True,False,True,True,False
ALEE817012,60030035,True,True,True,True,True
ALEE817023,60030036,True,False,True,False,True
ALEE817034,60030043,True,False,True,False,False
ALEE817045,60030042,True,False,True,True,True
ALEE817056,60030037,True,True,True,True,True
ALEE817067,60030026,True,False,True,True,True
ALEE81801T,60680002,True,False,True,False,False
ALEE81802V,60760001,True,False,True,True,False
ALEE81803X,60910002,True,False,True,True,False
ALEE818041,61220002,True,False,True,True,False
ALEE818052,61410001,True,False,True,True,False
ALEE818063,61420001,True,False,True,True,False
ALEE818074,61630001,True,False,True,True,False
ALEE81901N,60530001,True,False,True,False,False
ALEE81901N,60530004,False,False,False,True,False
ALEE81902P,60060003,True,False,False,False,False
ALEE81903Q,60960001,True,False,True,False,False
ALEE81904R,60870002,True,False,False,True,False
ALEE81905T,61510002,True,False,True,False,True
ALEE81905T,61510001,False,False,False,True,False
ALEE81906V,61320001,True,False,True,True,False
ALEE82101N,61210008,True,False,True,True,True
ALEE82103Q,61210001,True,False,True,True,True
ALEE82201D,61730001,False,False,False,True,False
ALEE82202E,60200002,False,False,True,False,False
ALEE82202E,60200001,True,False,False,False,False
ALEE82203G,61780001,True,False,False,False,False
ALEE82204L,60730002,True,False,False,True,False
ALEE82205N,61150001,True,False,True,True,False
ALEE82206P,60940001,True,False,True,True,False
ALEE82207Q,60610001,True,False,True,True,False
ALEE823019,61790001,True,False,False,False,True
ALEE823019,61790003,False,False,False,True,False
ALEE82305D,60720001,True,False,True,True,False
ALEE82307G,61710001,True,False,True,True,False
ALEE82308L,60890002,True,False,False,True,False
ALEE82309N,61490001,True,False,True,False,False
ALEE82310Q,61530001,True,False,True,True,False
ALEE82311R,61590002,True,False,False,True,False
ALEE82312T,61230001,True,False,False,True,True
ALEE824015,60390001,True,False,True,True,False
ALEE824026,61850004,True,False,False,False,True
ALEE824037,60390028,True,False,True,True,False
ALEE824048,60110002,True,False,True,False,False
ALEE824059,61090001,True,False,False,True,False
ALEE825011,60030031,True,True,True,True,True
ALEE825022,60030032,True,False,True,True,True
ALEE82601R,60030028,True,True,True,True,True
ALEE82701L,60030030,True,False,True,True,True
ALEE82702N,60030039,True,False,True,True,True
ALEE82801C,60030016,True,True,True,True,True
ALEE82802D,60030014,True,False,True,False,True
ALEE82803E,60030024,True,False,True,True,False
ALEE82804G,60030023,True,False,True,True,False
ALEE82805L,60030012,True,False,True,True,True
ALEE82806N,60030022,True,False,True,False,True
ALEE829018,61140014,True,False,True,True,False
ALEE829029,61140012,True,False,True,True,True
ALEE83002D,60740001,True,False,True,True,False
ALEE83003E,61270002,True,False,True,True,False
ALEE83004G,60120001,True,False,True,False,False
ALEE83005L,61140018,True,False,True,True,False
ALEE831018,61380001,True,False,False,True,False
ALEE831029,61140017,True,True,True,True,True
ALEE832014,60390012,True,False,False,False,False
ALEE832025,60390027,True,False,False,False,False
ALEE832025,60390004,True,False,True,True,True
ALEE83301X,60390014,True,False,True,False,False
ALEE83301X,60390024,False,False,False,True,False
ALEE833021,60390023,False,False,False,True,False
ALEE833021,60390022,False,False,True,False,False
ALEE833021,60390008,True,False,False,False,True
ALEE833032,60390005,True,False,True,True,False
ALEE833043,60390003,True,True,True,True,True
ALEE83401Q,61740007,True,False,True,False,True
ALEE83402R,60300001,True,False,True,False,False
ALEE83403T,61740011,True,False,True,False,False
ALEE83404V,61740012,True,False,True,False,True
ALEE83501G,61830001,True,False,False,False,False
ALEE83502L,61580002,True,False,False,False,False
ALEE83503N,61740013,True,False,True,False,False
ALEE83601B,61360003,True,False,False,False,False
ALEE83602C,60010005,True,False,True,True,True
ALEE837017,60010006,True,False,False,False,False
ALEE837028,61870001,True,False,True,True,False
ALEE837039,61120001,True,False,True,True,False
ALEE83704A,60010004,True,False,True,True,True
ALEE838013,61540002,True,False,True,True,False
ALEE838013,61540003,True,False,False,False,False
ALEE838024,60510003,True,False,True,True,False
ALMM80601E,60810001,True,False,False,True,True
ALMM80602G,60290001,False,False,True,True,False
ALMM80701A,61600004,True,False,True,True,False
ALMM80701A,61600002,True,False,True,True,True
ALMM80702B,60420002,True,False,True,True,True
ALMM80703C,61670003,True,False,True,True,False
ALMM808016,60950001,True,False,True,True,True
ALMM808027,61110001,True,False,True,False,False
ALMM808038,60490001,False,False,True,True,False
ALMM808049,61620002,True,False,True,True,False
ALMM809012,61440001,True,False,False,True,True
ALMM809023,60430003,False,False,False,True,False
ALMM809023,60430001,True,True,True,True,False
ALMM810016,61650002,True,False,False,True,True
ALMM810027,60170003,True,False,True,False,True
ALMM811012,61130003,True,True,True,True,False
ALMM811023,60590002,True,False,False,True,False
ALMM811034,61330002,True,False,True,False,False
ALMM81201T,61810001,True,False,True,False,True
ALMM81202V,61550001,True,False,True,True,False
ALMM812041,61880002,False,False,True,False,False
ALMM81301N,60090001,True,True,False,True,True
ALMM81302P,61480001,True,False,True,True,False
ALMM81303Q,61800001,True,False,True,True,False
ALMM815019,60030017,True,False,True,True,True
ALMM815019,60030044,False,False,False,True,False
ALMM816015,60470002,True,False,False,False,True
ALMM816026,61400002,True,False,False,True,False
ALMM816026,61400003,False,False,True,True,False
ALMM816037,60210001,True,False,True,False,True
ALMM817011,60030041,True,True,False,True,True
ALMM817011,60030037,True,True,True,True,True
ALMM81801R,60680001,True,False,False,False,True
ALMM81802T,61630001,True,False,True,True,False
ALMM81803V,60760001,True,False,True,True,False
ALMM81901L,60530003,True,True,False,True,True
ALMM81902N,61510001,False,False,False,True,False
ALMM81902N,61510004,True,False,True,False,False
ALMM81903P,61320001,True,False,True,True,False
ALMM82101L,61210002,True,False,True,True,True
ALMM82201C,61730002,False,False,False,True,False
ALMM82202D,61150002,True,False,True,True,False
ALMM823018,61790002,True,False,False,True,False
ALMM823018,61790003,False,False,False,True,False
ALMM823029,61490002,True,False,False,False,False
ALMM82303A,61230001,True,False,False,True,True
ALMM824014,60390033,False,False,False,True,False
ALMM824014,60390029,True,True,True,False,True
ALMM824025,61850004,True,False,False,False,True
ALMM82501X,60030040,True,True,False,False,True
ALMM82501X,60030002,True,True,False,False,True
ALMM82601Q,60030013,True,True,True,True,True
ALMM82701G,60030039,True,False,True,True,True
ALMM82801B,60030029,True,False,True,True,True
ALMM829017,61140008,True,False,False,True,True
ALMM83001B,60120001,True,False,True,False,False
ALMM83002C,61140005,True,True,False,True,True
ALMM831017,61380003,True,False,False,True,True
ALMM832013,60390009,True,False,False,True,True
ALMM83301V,60390015,True,False,False,True,True
ALMM83401P,61740014,True,False,True,False,True
ALMM83401P,61740010,True,False,True,False,False
ALMM83501E,61740015,True,False,True,False,True
ALMM83502G,61860001,True,False,False,False,False
ALMM83601A,60010018,True,True,False,False,True
ALMM83601A,60010017,True,False,False,True,False
ALMM837016,60010009,True,False,False,False,False
ALMM838023,61540001,True,False,False,True,True
ALPC00901C,60390021,True,True,False,True,True
ALPC00901C,60390020,True,False,False,False,False
ALPC00901C,60390017,True,True,False,True,True
ALPC01601G,60030009,True,True,False,True,True
ALPM01601Q,60030005,True,True,False,True,True
ALPM01601Q,60030007,True,False,False,True,True
ALPS001011,60010013,True,False,False,True,True
ALPS001011,60010015,True,False,False,False,True
ALPS00401C,61770007,True,True,False,True,True
ALPS00701X,61210007,True,False,False,True,True
ALPS00901G,60390017,True,True,False,True,True
ALPS00901G,60390020,True,False,False,False,False
ALPS01000P,60030001,True,True,False,True,True
